standard_system,standard_id,standard_name_zh,standard_name_en,company_id,company_name_zh,company_name_en,world500_rank,industry_section_code,industry_section_name_zh,industry_section_name_en,current_company_workbench_code,current_company_workbench_name_zh,industry_consistency_status,decision_bucket,evidence_status,evidence_page,source_file,snippet,enters_sankey,review_note
GB/T,gb_t_24067_2024,GB/T 24067-2024,GB/T 24067-2024,r467_tongweigroup,通威集团有限公司,TONGWEI GROUP,467,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,accepted,verified,14,2024 TONGWEI GROUP ESG report.pdf,"ng renew- able energy power production and consumption"". • In September 2024, MEE released the national standard GB/T 24067-2024, Greenhouse gases-Carbon foo...",true,page_text_explicitly_names_standard_or_strong_alias
ISO,iso_14067,ISO 14067,ISO 14067,r467_tongweigroup,通威集团有限公司,TONGWEI GROUP,467,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,review,review,14,2024 TONGWEI GROUP ESG report.pdf,"ng renew- able energy power production and consumption"". • In September 2024, MEE released the national standard GB/T 24067-2024, Greenhouse gases-Carbon foo...",false,page_traceable_standard_source_row_not_ghg_fine_series_gate
ISO,iso_14064,ISO 14064,ISO 14064,r467_tongweigroup,通威集团有限公司,TONGWEI GROUP,467,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,review,review,31,2024 TONGWEI GROUP ESG report.pdf,"such as environmental management, product quality, occupational health and safety, compliance governance, and information security. Tongwei's Sustainable Dev...",false,page_traceable_standard_source_row_not_ghg_fine_series_gate
ISO,iso_14064,ISO 14064,ISO 14064,r468_netflix公司,Netflix,Netflix,468,R,文化、体育和娱乐业,"Culture, Sports and Entertainment",R,文化、体育和娱乐业,consistent_with_company_workbench,review,review,44,2024-Netflix-Environmental-Social-Governance-Report.pdf,isplacing emissions from one location to another) These criteria align with the 2024 Core Carbon Principles (CCPs) defined by the Integrity Council for the V...,false,page_traceable_standard_source_row_not_ghg_fine_series_gate
ISO,iso_14067,ISO 14067,ISO 14067,r479_schlumberger,斯伦贝谢公司,SCHLUMBERGER,479,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",D,电力、热力、燃气及水生产和供应业,consistent_with_company_workbench,accepted,verified,16,SCHLUMBERGER-sustainability-report-2024.pdf,"Scope 3 in Our Value Chain continued The Environmental Steward (TES) Application Deployed in 2024 and to be adopted by all engineering teams, the TES app for...",true,page_text_explicitly_names_standard_or_strong_alias
ISO,iso_14064,ISO 14064,ISO 14064,r480_ecopetrol,哥伦比亚国家石油公司,ECOPETROL,480,B,采矿业,Mining,B,采矿业,consistent_with_company_workbench,accepted,verified,297,2024-ECOPETROL-integrated-management-report.pdf,"st prevention, revenues, tax incentives, among others 132,600,000,000 243,000,000,000 431,403,799,438 % of operations covered 100 100 100 Climate Change Ecop...",true,page_text_explicitly_names_standard_or_strong_alias
ISO,iso_14064,ISO 14064,ISO 14064,r500_三星candt公司,三星C&T,Samsung C&T,500,E,建筑业,Construction,E,建筑业,consistent_with_company_workbench,review,review,119,2025 Samsung C&T Sustainability Report.pdf,tegory 7 commuting Data Verified: Domestic and Overseas Corporation Scope 1&2 Emissions in 2024 Verification Criteria and Protocol The verification was perfo...,false,page_traceable_standard_source_row_not_ghg_fine_series_gate
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r001_walmart,沃尔玛,WALMART,1,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,accepted,verified,7,FY2025-Walmart-ESG-Report.pdf,pleteness|Consistency|Transparency|Accuracy 相关性|完整性|一致性|透明性|准确性 rting Walmart Inc. calculates its GHG emissions footprint estimates in alignment with the Greenhouse Gas Protocol’s Corporate Accounting and Reporting Standard as well as the Corporate Value Chain (Scope 3) Accounting and Reporting Standard rting Walmart Inc. calculates its GHG emissions footpr…,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r001_walmart,沃尔玛,WALMART,1,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,accepted,verified,7 | 34,FY2025-Walmart-ESG-Report.pdf,|准确性 rting Walmart Inc. calculates its GHG emissions footprint estimates in alignment with the Greenhouse Gas Protocol’s Corporate Accounting and Reporting Standard as well as the Corporate Value Chain (Scope 3) Accounting and Reporting Standard rting Walmart Inc. calculates its GHG emissions footprint estimates in alignment with the Greenhouse Gas Protocol…,true,source_text_explicitly_names_this_ghg_protocol_series
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r001_walmart,沃尔玛,WALMART,1,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,7,FY2025-Walmart-ESG-Report.pdf,rting Walmart Inc. calculates its GHG emissions footprint estimates in alignment with the Greenhouse Gas Protocol’s Corporate Accounting and Reporting Standa...,false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r001_walmart,沃尔玛,WALMART,1,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,7,FY2025-Walmart-ESG-Report.pdf,Structured standard tag: GHG Protocol; Standard role: Accounting standard rting Walmart Inc. calculates its GHG emissions footprint estimates in alignment with the Greenhouse Gas Protocol’s Corporate Accounting and Reporting Standard as well as the Corporate Value Chain (Scope 3) Accounting and Reporting Standard FY2025-Walmart-ESG-Report.pdf INTRODUCTION O…,false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r002_amazoncom,亚马逊,AMAZON.COM,2,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,16,2024-amazon-sustainability-report.pdf,"mber of services, regions, and time periods, and this transparency allows customers to identify areas of higher emissions and implement targeted optimization...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r002_amazoncom,亚马逊,AMAZON.COM,2,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,16,2024-amazon-sustainability-report.pdf,"mber of services, regions, and time periods, and this transparency allows customers to identify areas of higher emissions and implement targeted optimization...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r002_amazoncom,亚马逊,AMAZON.COM,2,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,16,2024-amazon-sustainability-report.pdf,"mber of services, regions, and time periods, and this transparency allows customers to identify areas of higher emissions and implement targeted optimization...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r002_amazoncom,亚马逊,AMAZON.COM,2,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,consistent_with_company_workbench,demoted,review,16,2024-amazon-sustainability-report.pdf,"mber of services, regions, and time periods, and this transparency allows customers to identify areas of higher emissions and implement targeted optimization...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r004_saudiaramco,沙特阿美公司,SAUDI ARAMCO,4,B,采矿业,Mining,B,采矿业,consistent_with_company_workbench,demoted,review,2,2024-saudi-aramco-sustainability-report-full-en.pdf,Structured standard tag: GHG Protocol; Standard role: Accounting standard Report has been prepared with reference to and/or guidance from the following: • International Petroleum Industry Environmental Conservation Association (Ipieca) sustainability reporting guidelines; • Greenhouse gas (GHG) emissions measurem 2024-saudi-aramco-sustainability-report-full…,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r004_saudiaramco,沙特阿美公司,SAUDI ARAMCO,4,B,采矿业,Mining,B,采矿业,consistent_with_company_workbench,demoted,review,2,2024-saudi-aramco-sustainability-report-full-en.pdf,Structured standard tag: GHG Protocol; Standard role: Accounting standard Report has been prepared with reference to and/or guidance from the following: • International Petroleum Industry Environmental Conservation Association (Ipieca) sustainability reporting guidelines; • Greenhouse gas (GHG) emissions measurem 2024-saudi-aramco-sustainability-report-full…,false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r005_sinopecgroup,中国石油化工集团有限公司,SINOPEC GROUP,5,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,6,Sinopec_Group_Annual_Report_2024_en.pdf,"Structured standard tag: GHG Protocol; Standard role: Accounting standard nan Sinopec_Group_Annual_Report_2024_en.pdf 国内生产经营 CHINA PETROCHEMICAL CORPORATION ANNUAL REPORT 2024 04 05 China Petrochemical Corporation (the Company) was established in July 1998 on the basis of the former China Pet- rochemical Corporation, a move by the central government to stra…",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r007_apple,苹果公司,APPLE,7,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,100,Apple_Environmental_Progress_Report_2025.pdf,"ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerica...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_product_standard,GHG Protocol 产品生命周期核算与报告标准,GHG Protocol Product Life Cycle Accounting and Reporting Standard,r007_apple,苹果公司,APPLE,7,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,100,Apple_Environmental_Progress_Report_2025.pdf,"ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerica...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,r007_apple,苹果公司,APPLE,7,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,100,Apple_Environmental_Progress_Report_2025.pdf,"ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerica...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,r007_apple,苹果公司,APPLE,7,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,100,Apple_Environmental_Progress_Report_2025.pdf,"ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerica...",false,generic_or_scope_context_without_explicit_fine_series_name
GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,r007_apple,苹果公司,APPLE,7,C,制造业,Manufacturing,C,制造业,consistent_with_company_workbench,demoted,review,100 | 106,Apple_Environmental_Progress_Report_2025.pdf,"ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerica...",false,sample_names_other_series_or_no_current_series_name
GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,r008_unitedhealthgroup,联合健康集团,UNITEDHEALTH GROUP,8,J,金融业,Finance,J,金融业,consistent_with_company_workbench,accepted,verified,33 | 80,UNITEDHEALTH GROUP—2024-sustainability-report.pdf,"of our new science-aligned climate targets, we have re-established all climate targets and recasted the following values with a 2023 base year. In accordance with the GHG Protocol Corporate Accounting and Reporting Standard, Scope 3 Standard and the Science Based Targets initiative’s Corporate Near-Term Criteria, these base year values will be subject to re…",true,source_text_explicitly_names_this_ghg_protocol_series
