sankey_flow_key,company_id,company_name_en,company_name_zh,world500_rank,industry_section_code,industry_section_name_zh,industry_section_name_en,company_workbench_industry_section_code,company_workbench_industry_section_name_zh,company_workbench_industry_section_name_en,industry_consistency_status,standard_system,internal_standard_id,display_standard_name_zh,display_standard_name_en,decision_bucket,evidence_gate,evidence_mode,match_status,evidence_page,source_file,snippet_en,snippet_zh,confidence,review_status,matched_aliases
ghg_scope2_guidance::F,r027_cardinalhealth,CARDINAL HEALTH,嘉德诺健康集团,27,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,Wholesale and Retail Trade,consistent_with_company_workbench,GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,104 | 54,cardinal-health-fy24-ESG-report.pdf,"I)/World Business Council for Sustainable Development’s (WBCSD), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (GHG Protocol) • WRI WBCSD GHG Protocol Scope 2 Guidance • WRI WBCSD GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard For Scope 1 and Scope 2 location- and market-based GHG emissions, Cardi…","I)/World Business Council for Sustainable Development’s (WBCSD), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (GHG Protocol) • WRI WBCSD GHG Protocol Scope 2 Guidance • WRI WBCSD GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard For Scope 1 and Scope 2 location- and market-based GHG emissions, Cardi…",pdf_page_backfill,accepted_explicit_named_series_edge,scope 2 guidance
ghg_scope3_calculation_guidance::F,r027_cardinalhealth,CARDINAL HEALTH,嘉德诺健康集团,27,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,Wholesale and Retail Trade,consistent_with_company_workbench,GHG Protocol,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 计算指南,GHG Protocol Scope 3 Calculation Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,105 | 54,cardinal-health-fy24-ESG-report.pdf,"activities Emissions from fuel- and energy- related activities were calculated by fuel and energy type, by country, following the guidance set forth by the Greenhouse Gas Protocol Technical Guidance for Calculating Scope 3 Emissions Chapter 3 utilizing the average-data method requiring the quantities and types of fuel consumed and estimating emissions by us…","activities Emissions from fuel- and energy- related activities were calculated by fuel and energy type, by country, following the guidance set forth by the Greenhouse Gas Protocol Technical Guidance for Calculating Scope 3 Emissions Chapter 3 utilizing the average-data method requiring the quantities and types of fuel consumed and estimating emissions by us…",pdf_page_backfill,accepted_explicit_named_series_edge,technical guidance for calculating scope 3 emissions
ghg_scope3_standard::F,r027_cardinalhealth,CARDINAL HEALTH,嘉德诺健康集团,27,F,批发和零售业,Wholesale and Retail Trade,F,批发和零售业,Wholesale and Retail Trade,consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,104 | 54 | 105 | 103,cardinal-health-fy24-ESG-report.pdf,"Development’s (WBCSD), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (GHG Protocol) • WRI WBCSD GHG Protocol Scope 2 Guidance • WRI WBCSD GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard For Scope 1 and Scope 2 location- and market-based GHG emissions, Cardinal Health selected an organizational boun…","Development’s (WBCSD), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (GHG Protocol) • WRI WBCSD GHG Protocol Scope 2 Guidance • WRI WBCSD GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard For Scope 1 and Scope 2 location- and market-based GHG emissions, Cardinal Health selected an organizational boun…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_corporate_standard::B,r029_chevron,CHEVRON,雪佛龙,29,B,采矿业,Mining,B,采矿业,Mining,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,28,chevron-sustainability-highlights-2024.pdf,"scopes but reported separately, as recommended by the World Business Council for Sustainable Development’s (WBCSD)/World Resources Institute’s (WRI) The Greenhouse Gas Protocol, A corporate accounting and reporting standard – Revised edition (2004) and Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011). 16 Scope 2 includes indirect emi…","scopes but reported separately, as recommended by the World Business Council for Sustainable Development’s (WBCSD)/World Resources Institute’s (WRI) The Greenhouse Gas Protocol, A corporate accounting and reporting standard – Revised edition (2004) and Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011). 16 Scope 2 includes indirect emi…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_scope2_guidance::B,r029_chevron,CHEVRON,雪佛龙,29,B,采矿业,Mining,B,采矿业,Mining,consistent_with_company_workbench,GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,28,chevron-sustainability-highlights-2024.pdf,"counted for in Chevron’s Scope 2 emissions. Scope 2 emissions are accounted for using the market- based approach as described in the World Resources Institute’s (WRI) GHG Protocol Scope 2 Guidance (2015), including calculating Scope 2 emissions net of contractual instruments such as renewable energy credits (RECs). Reporting of Scope 2 location-based emissi…","counted for in Chevron’s Scope 2 emissions. Scope 2 emissions are accounted for using the market- based approach as described in the World Resources Institute’s (WRI) GHG Protocol Scope 2 Guidance (2015), including calculating Scope 2 emissions net of contractual instruments such as renewable energy credits (RECs). Reporting of Scope 2 location-based emissi…",pdf_page_backfill,accepted_explicit_named_series_edge,scope 2 guidance
ghg_scope3_standard::B,r029_chevron,CHEVRON,雪佛龙,29,B,采矿业,Mining,B,采矿业,Mining,consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,28,chevron-sustainability-highlights-2024.pdf,"cil for Sustainable Development’s (WBCSD)/World Resources Institute’s (WRI) The Greenhouse Gas Protocol, A corporate accounting and reporting standard – Revised edition (2004) and Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011). 16 Scope 2 includes indirect emissions from imported electricity and steam. CO2, CH4 and N2O are accounte…","cil for Sustainable Development’s (WBCSD)/World Resources Institute’s (WRI) The Greenhouse Gas Protocol, A corporate accounting and reporting standard – Revised edition (2004) and Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011). 16 Scope 2 includes indirect emissions from imported electricity and steam. CO2, CH4 and N2O are accounte…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain\s*\(scope 3\)
ghg_scope2_guidance::C,r036_fordmotor,FORD MOTOR,福特汽车公司,36,C,制造业,Manufacturing,C,制造业,Manufacturing,consistent_with_company_workbench,GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,44 | 195 | 239,2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf,"biogenic emissions. Ford’s Scope 2 calculations use the U.S. EPA eGRID and International Energy Agency (IEA) grid average emission factors and mixes, in line with the GHG Protocol Scope 2 Guidance. These location-based emission factor sources treat biomass for electricity generation as a zero emissions source, consistent with the GHG Protocol guidance for u…","biogenic emissions. Ford’s Scope 2 calculations use the U.S. EPA eGRID and International Energy Agency (IEA) grid average emission factors and mixes, in line with the GHG Protocol Scope 2 Guidance. These location-based emission factor sources treat biomass for electricity generation as a zero emissions source, consistent with the GHG Protocol guidance for u…",pdf_page_backfill,accepted_explicit_named_series_edge,scope 2 guidance
ghg_corporate_standard::J,r038_bankofamerica,BANK OF AMERICA,美国银行,38,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_corporate_standard,GHG Protocol 企业核算与报告标准,GHG Protocol Corporate Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,82 | 20,BankOfAmerica_Sustainability_2024_Report.pdf,"METHODOLOGY We follow the World Resources Institute (WRI) and World Business Council for Sustainable Development (WBCSD) Greenhouse Gas Protocol Corporate Accounting and Reporting Standard to calculate Scope 1, 2 and 3 emissions. We use an operational control approach to define our boundary. The base year for emissions reductions is 2010; the rationale for …","METHODOLOGY We follow the World Resources Institute (WRI) and World Business Council for Sustainable Development (WBCSD) Greenhouse Gas Protocol Corporate Accounting and Reporting Standard to calculate Scope 1, 2 and 3 emissions. We use an operational control approach to define our boundary. The base year for emissions reductions is 2010; the rationale for …",pdf_page_backfill,accepted_explicit_named_series_edge,corporate accounting and reporting standard
ghg_financial_industry_standard::J,r038_bankofamerica,BANK OF AMERICA,美国银行,38,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_financial_industry_standard,金融行业全球温室气体核算与报告标准,Global GHG Accounting and Reporting Standard for the Financial Industry,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,29 | 50 | 73 | 120 | 122,BankOfAmerica_Sustainability_2024_Report.pdf,"nderstand their plans and provide the right advice and solutions to help them advance their goals. Data Capture Framework Emissions Data Absolute emissions and emissions intensity PCAF data quality score Contribution to portfolio financed emissions metrics (based on sectoral targets) Relationship Metrics Revenues, returns or historical client relationship F…","nderstand their plans and provide the right advice and solutions to help them advance their goals. Data Capture Framework Emissions Data Absolute emissions and emissions intensity PCAF data quality score Contribution to portfolio financed emissions metrics (based on sectoral targets) Relationship Metrics Revenues, returns or historical client relationship F…",pdf_page_backfill,accepted_explicit_named_series_edge,\bpcaf\b | global ghg accounting and reporting standard for the financial industry | partnership for carbon accounting financials
ghg_scope2_guidance::J,r038_bankofamerica,BANK OF AMERICA,美国银行,38,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_scope2_guidance,GHG Protocol Scope 2 指南,GHG Protocol Scope 2 Guidance,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,82 | 20,BankOfAmerica_Sustainability_2024_Report.pdf,"ional RECs (I-RECs). All U.S. RECs purchased by Bank of America are Green-e certified. Emissions reflect supplier-specific emission rates where available, all of which comply with Scope 2 Guidance criteria. Emissions reflect residual mix factors for European facilities. Residual mix factors are not currently available for facilities outside of Europe. Locat…","ional RECs (I-RECs). All U.S. RECs purchased by Bank of America are Green-e certified. Emissions reflect supplier-specific emission rates where available, all of which comply with Scope 2 Guidance criteria. Emissions reflect residual mix factors for European facilities. Residual mix factors are not currently available for facilities outside of Europe. Locat…",pdf_page_backfill,accepted_explicit_named_series_edge,scope 2 guidance
ghg_scope3_standard::J,r038_bankofamerica,BANK OF AMERICA,美国银行,38,J,金融业,Finance,J,金融业,Finance,consistent_with_company_workbench,GHG Protocol,ghg_scope3_standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,accepted,source_text_explicitly_names_this_ghg_protocol_series,accepted_explicit_ghg_fine_series_edge,explicit_series_citation,120 | 122 | 123 | 20,BankOfAmerica_Sustainability_2024_Report.pdf,"Period covered by GHG emissions verification: • January 1, 2022 to December 31, 2022 Criteria against which verification was conducted: • WRI/WBCSD Greenhouse Gas Protocol Corporate Value Chain Accounting and Reporting Standard (Scope 3) • Partnership for Carbon Accounting Financials (PCAF) Global GHG Accounting & Reporting Standard for the Financial Indust…","Period covered by GHG emissions verification: • January 1, 2022 to December 31, 2022 Criteria against which verification was conducted: • WRI/WBCSD Greenhouse Gas Protocol Corporate Value Chain Accounting and Reporting Standard (Scope 3) • Partnership for Carbon Accounting Financials (PCAF) Global GHG Accounting & Reporting Standard for the Financial Indust…",pdf_page_backfill,accepted_explicit_named_series_edge,corporate value chain.*scope 3
