priority_rank,priority_group,priority_group_zh,world500_rank,company_id,company_name_en,company_name_zh,readiness_status,readiness_status_zh,readiness_score,readiness_score_max,missing_requirement_count,primary_workstream,primary_workstream_zh,missing_workstreams,missing_workstreams_zh,missing_requirement_keys,missing_requirement_zh,direct_scope_set,scope_candidate_count,scope3_candidate_count,scope3_category_count,next_action_zh,acceptance_note_zh
29,P1_near_ready_candidate_review,优先核验高分候选公司,82,r082_allianz,ALLIANZ,安联保险集团,candidate_or_partial,候选或部分满足,9,14,5,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,,1,0,11,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
30,P1_near_ready_candidate_review,优先核验高分候选公司,89,r089_rosneftoil,ROSNEFT OIL,俄罗斯石油公司,candidate_or_partial,候选或部分满足,9,14,5,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,Scope 1,0,0,0,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
31,P1_near_ready_candidate_review,优先核验高分候选公司,101,r101_eon,E.ON,意昂集团,candidate_or_partial,候选或部分满足,9,14,5,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,Scope 1|Scope 2,1,0,4,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
32,P1_near_ready_candidate_review,优先核验高分候选公司,114,r114_royalaholddelhaize,ROYAL AHOLD DELHAIZE,皇家阿霍德德尔海兹集团,candidate_or_partial,候选或部分满足,9,14,5,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,,1,0,12,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
33,P1_near_ready_candidate_review,优先核验高分候选公司,126,r126_axa,AXA,安盛,candidate_or_partial,候选或部分满足,9,14,5,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,Scope 1|Scope 2,0,0,9,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
34,P1_near_ready_candidate_review,优先核验高分候选公司,130,r130_engie集团,Engie,Engie,candidate_or_partial,候选或部分满足,9,14,5,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,Scope 1|Scope 3,0,0,8,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
35,P1_near_ready_candidate_review,优先核验高分候选公司,132,r132_orlen,ORLEN,波兰国营石油公司,candidate_or_partial,候选或部分满足,9,14,5,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；目标-基准-进度链完整,Scope 1|Scope 2|Scope 3,0,0,10,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
36,P1_near_ready_candidate_review,优先核验高分候选公司,145,r145_siemens,SIEMENS,西门子,candidate_or_partial,候选或部分满足,9,14,5,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,Scope 3,1,0,2,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
37,P1_near_ready_candidate_review,优先核验高分候选公司,166,r166_vinci,VINCI,万喜集团,candidate_or_partial,候选或部分满足,9,14,5,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,Scope 1,1,0,0,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
38,P1_near_ready_candidate_review,优先核验高分候选公司,189,r189_itaúunibancoholding,ITAÚ UNIBANCO HOLDING,伊塔乌联合银行控股公司,candidate_or_partial,候选或部分满足,9,14,5,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,Scope 1|Scope 2,1,0,2,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
39,P1_near_ready_candidate_review,优先核验高分候选公司,206,r206_chinavanke,CHINA VANKE,万科企业股份有限公司,candidate_or_partial,候选或部分满足,9,14,5,P2_scope3_category_values,P2 Scope 3 15 类类别值/筛查,P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,Scope 1|Scope 2|Scope 3,0,0,4,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
40,P1_near_ready_candidate_review,优先核验高分候选公司,209,r209_lg电子,LG Electronics,LG电子,candidate_or_partial,候选或部分满足,9,14,5,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,,1,0,5,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
41,P1_near_ready_candidate_review,优先核验高分候选公司,234,r234_panasonicholdings,PANASONIC HOLDINGS,松下控股公司,candidate_or_partial,候选或部分满足,9,14,5,P2_direct_emission_values,P2 Scope 1/2/3 直接采信值,P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,Scope 1,1,0,3,优先人工核验候选数值，确认边界、年份、单位、口径和原文页码后提升为直接采信层，再补 Scope 3 15 类、因子、GWP、能耗、经济工具和目标链。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
