review_priority,queue_priority,auto_promote_allowed,recommended_action_en,recommended_action_zh,technology_id,technology_name_en,company_id,company_name_en,company_name_zh,world500_rank,industry_section_code,industry_section_en,current_signal_status,validated_project_evidence_count,validated_project_names_en,validated_project_pages,validated_project_source_files,missing_to_project_gate,company_timeline_years,company_cost_signal_present,company_evidence_count,candidate_decision_bucket,candidate_decision_status,candidate_decision_rationale_en,candidate_decision_rationale_zh,evidence_boundary,sample_pages,sample_source_files,company_sample_snippet_en
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,energy_efficiency,Advanced clean power and energy efficiency,r011_volkswagen,VOLKSWAGEN,大众公司,11,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2030,no,3,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,ion and storage; hydrogen; and heat pump technology. Climate Protection in Manufacturing Volkswagen wants to reduce greenhouse gas emissions in production by 50.4% in absolute terms compared to 2018 by 2030. According to the Science Based T
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,energy_efficiency,Advanced clean power and energy efficiency,r023_totalenergies,TOTALENERGIES,道达尔能源公司,23,B,Mining,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2024,no,16,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,"t of COP28, is the driving force behind this initiative, which is being led by two other CEO Champions: Amin Nasser, CEO O ur emissions based on equity share from sites operated by our partners in 2024 represent 25 Mt CO2e, of which 11 Mt C"
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,energy_efficiency,Advanced clean power and energy efficiency,r049_electricitédefrance,ELECTRICITÉ DE FRANCE,法国电力公司,49,I,"Information Transmission, Software and Information Technology Services",company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2022,no,16,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,"le Analysis (LCA) of the kWh of EDF nuclear electricity in France, conducted by EDF R&D and published in 2022, EDF launched the “On Deck” approach aimed at reducing the carbon footprint of the nuclear fuel cycle activities, which represente"
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,energy_efficiency,Advanced clean power and energy efficiency,r079_uniper公司,Uniper,Uniper,79,D,"Electricity, Heat, Gas and Water Production and Supply",company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2029,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,"rnize or expand our existing fleet Optimizing our 5 GW hydropower and nuclear power assets to maximize value creation Flexible Generation Phasing out our remaining 2.1 GW of commer- cial coal-fired generation capacity by 2029, equating to"
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,energy_efficiency,Advanced clean power and energy efficiency,r297_sanofi,SANOFI,赛诺菲,297,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2030,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,Scopes 1 & 2 (GHG protocol): 2019 GHGs emissions to 2030 SBTi target 708 660 385 375 317 318 50 272 12 56 2019 Reduced consumption & improved energy efficiency Decarbonization of energy Refrigerants Responsible vehicle fleet 2030 Target Sco
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,energy_efficiency,Advanced clean power and energy efficiency,r342_bristolmyerssquibb,BRISTOL-MYERS SQUIBB,百时美施贵宝公司,342,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2030,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,Energy Efficiency Transition to Renewable Electricity Virtual power purchase agreements (VPPAs) are an important part of BMS’ strategy to meet our target to achieve 100% of purchased electricity from renewable sources by the end of 2030.
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,energy_efficiency,Advanced clean power and energy efficiency,r357_magnainternational,MAGNA INTERNATIONAL,麦格纳国际,357,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2024,no,3,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,"Topic SASB Code Metric Unit of Measure 2024(1) Change from 2019 Baseline(2) Energy Management TR-AP-130a.1 Aggregate amount of energy consumed Gigajoules (GJ) MegaWatt hours (MWh) 20,243,182 GJ 5,623,106 MWh 12.1% % of energy consumed suppl"
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,energy_efficiency,Advanced clean power and energy efficiency,r441_paccar,PACCAR,帕卡公司,441,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2023 | 2024,no,6,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,"1 PACCAR SASB-ESG Report 2024 SASB Standards Disclosure Table Industrial Machinery & Goods Sustainability Accounting Standard Version 2023-12 Topic Metric Disclosure Energy Management See TCFD-CDP Report: C8.2a Total energy consumed 975,978"
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,energy_efficiency,Advanced clean power and energy efficiency,r450_sap公司,SAP,SAP,450,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2024,no,8,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,12 | 12 | 12 | 12.0 | 56,Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | Apple_Environmental_Progress_Report_2025.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf,"tion in MWh (rounded to 100 MWh) 2024 Total Energy Consumption 757,900 Energy from Fossil Sources Energy from Renewable Sources1 Energy from Nuclear Sources Total Energy Consumption 447,900 310,000 0 Scope 1 Fuel consumption from natural ga"
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,hydrogen_methanol,"Hydrogen, methanol, and ammonia",r011_volkswagen,VOLKSWAGEN,大众公司,11,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2030,no,3,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,56 | 56 | 56.0 | 18 | 18,2023_Volkswagen_Group_Sustainability_Report.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf | totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf | totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,ion and storage; hydrogen; and heat pump technology. Climate Protection in Manufacturing Volkswagen wants to reduce greenhouse gas emissions in production by 50.4% in absolute terms compared to 2018 by 2030. According to the Science Based T
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,hydrogen_methanol,"Hydrogen, methanol, and ammonia",r250_contemporaryamperextechnology,CONTEMPORARY AMPEREX TECHNOLOGY,宁德时代新能源科技股份有限公司,250,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2025,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,56 | 56 | 56.0 | 18 | 18,2023_Volkswagen_Group_Sustainability_Report.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf | totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf | totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,"控制管理程序》 • 排放来源：工业废水、生活污水 • 主要污染物：化学需氧量（Chemical Oxygen Demand, COD）、氨氮（Ammoniacal Nitrogen, NH3-N）等 • 减量目标：2025 年，电池基地单位产量COD 产生量较2021 年减少10% • 目标进展：推进中 • 污染防治设施：工业废水处理站、化粪池、食堂废水处理站 • 处理方式：对于工业废水，除江苏时代、时代上汽工业制成过程废水零排放，江苏 力泰工业废水作危险废物处置，主营业务为"
P1_backfill_project_cost_and_abatement,P1,false,"The snippet has timeline signals. Backfill cost/investment and abatement-effect evidence if disclosed, otherwise keep those fields explicitly blank.",片段已有时间信号。若原文披露成本/投资和减排效果则补齐；未披露时字段必须明确留空。,hydrogen_methanol,"Hydrogen, methanol, and ammonia",r251_renault,RENAULT,雷诺,251,C,Manufacturing,company_specific_disclosure_snippet,0,,,,project_or_measure_name | page_source_binding | implementation_stage | cost_or_investment | abatement_effect,2024,no,4,,,,,upgrade_queue_only_disclosure_signal_until_project_gate_passes,56 | 56 | 56.0 | 18 | 18,2023_Volkswagen_Group_Sustainability_Report.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf | 2023_Volkswagen_Group_Sustainability_Report.pdf | totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf | totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,"SCOPE 3 DOWNSTREAM A POWERFUL HYDROGEN ENGINE FOR ALPINE At the Paris Motor Show in October 2024, Alpine presented a rolling prototype, Alpenglow Hy6, powered by a 6-cylinder hydrogen engine."
